,Zone,ratio_import_conso,PIB_par_habitant,croissance_pop2015_2018,taux_proteine_animal,kilogramme_proteine_par_habitant_par_an,millions_de_kcal_par_habitant_par_an,cluster,F1Cal,F2Cal,F1V,F2V,group
79,Liban,0.08196721311475409,14717.4,4.752879428488118,0.3254163649529325,25.20325,2.110065,2,-0.09105147228229199,-0.20338699006884503,-0.040449655207864005,0.1625129240730996,3
80,Libéria,0.5492957746478874,1427.8,7.200664038182197,0.2728971962616822,15.622000000000005,1.57461,1,-0.6274449376692867,0.37034899996145987,-0.8177807621826976,-0.2262255656821317,3
83,Macédoine du Nord,0.975609756097561,16506.1,0.19203072491598652,0.4334479080241789,30.795049999999996,2.214455,3,0.039737170937661874,0.9845619814817805,-0.13907662608992918,0.09770177145538592,3
84,Madagascar,0.0,1646.2,7.722184144391135,0.21210061182868795,16.107449999999993,1.4063450000000002,1,-0.7221939849230576,-0.36342610808395126,-0.8338214733663569,-0.09564847534138776,3
85,Malaisie,0.04678362573099415,28350.6,3.986932250697792,0.5577941366395452,28.26195,2.08123,5,0.22988242740504533,-0.20938689246916714,0.360470401410645,0.20764176775509502,5
86,Malawi,0.0,1059.7,7.705451138180014,0.13900074571215512,24.473250000000004,1.7833900000000003,1,-0.42673674853825516,-0.3509109123776675,-0.07060200966055269,0.024380294819179443,3
88,Mali,0.0,2327.4,8.591047279589057,0.2689176245210729,30.4848,2.080135,2,-0.02641901349562345,-0.313296509068531,0.5945419085967744,-0.0977197323041821,5
89,Malte,0.6428571428571429,43340.2,1.1389521640091116,0.5678184631253222,42.46410000000002,2.497695,3,0.7837417860725837,0.6077100014414631,0.47181707715778093,1.2343467476804133,8
90,Maroc,0.00410958904109589,7514.7,3.7886147270254513,0.2750495049504949,36.865000000000016,2.47689,4,0.20270235368611472,-0.29346417242768474,1.1696792152441002,-0.1614650960185512,6
91,Maurice,0.058823529411764705,22989.3,0.6314127861089187,0.4642334121888026,32.40105000000001,2.2199299999999997,3,0.1688910353062804,-0.20789769755277573,-0.0717221534850474,0.3655288352661729,2
92,Mauritanie,1.2608695652173914,5197.0,8.108108108108109,0.3614296169797513,29.922699999999992,2.09802,2,0.049127786668743297,1.3552745976084806,0.41788462917651625,-0.08387060286095449,5
93,Mexique,0.22608095676172954,19746.4,3.4336838601802038,0.4897200349956256,33.37559999999999,2.294025,5,0.2974835564201154,0.023319765941045893,0.7806326134554014,-0.015387413516848747,5
95,Monténégro,0.9,21378.6,0.15923566878980894,0.6145569066573353,41.72315,2.523245,3,0.5944716012831405,0.9354581823574705,0.3000619927470299,0.3179801383123777,5
96,Mozambique,0.22321428571428573,1280.5,8.319772172497968,0.19141914191419132,15.483299999999998,1.528255,1,-0.6804688120024855,-0.06806635234856682,-0.639871109342108,-0.14800895170125816,3
97,Myanmar,0.0006191950464396285,5142.2,1.9121918522380281,0.456480970766685,33.08725,1.9542099999999998,4,-0.061433840321259564,-0.30305860715750665,0.06616032209057846,-0.32376814849995744,4
98,Namibie,1.0833333333333333,9637.2,5.433006535947713,0.3508531383302865,23.95859999999999,1.78485,2,-0.27263139484372095,1.099528412603504,-0.3743124820531944,0.03228009061637638,3
99,Nicaragua,0.05303030303030303,5407.1,3.758119393751933,0.3103611417757451,23.144649999999995,1.86515,2,-0.36974691720875197,-0.262964528904942,-0.44688500342697585,-0.15867432881472654,3
101,Nigéria,0.08530805687203792,5135.5,7.524186343331205,0.12508532423208188,21.389,1.8713549999999999,1,-0.4334758763702069,-0.23846246940453442,-0.08664275353188267,0.08069960178167615,3
102,Norvège,0.018018018018018018,63633.1,2.5852379168227797,0.5995760840766584,41.328950000000006,2.477985,3,0.992188431070621,-0.19392730949583645,0.5297130187187873,1.977396580781487,9
103,Nouvelle-Zélande,0.004784688995215311,42887.5,2.6987138941598143,0.5498721227621479,34.25160000000001,2.315925,5,0.5503293487589522,-0.24432447516101272,0.6776147551688991,0.83812566371115,7
104,Népal,0.0,3416.8,3.8475227790432798,0.1913946587537092,27.0611,2.00969,2,-0.32089814085702645,-0.34017347690152705,0.0020617518283944647,-0.0902055787459467,3
105,Oman,1.0714285714285714,27896.3,11.638020294056739,0.4933724340175956,31.11625,2.14693,2,0.49629554520982094,1.150042613080049,0.713967398079365,0.7231953180941503,7
106,Ouganda,0.0,2181.2,10.540850476257342,0.2607120017053933,17.122150000000005,1.47971,1,-0.5427121625453157,-0.34622268102770626,-0.4878244437077002,-0.09391048220683273,3
107,Ouzbékistan,0.1044776119402985,6998.7,4.76043847764503,0.3833369075702336,34.03990000000001,2.188905,4,0.11319437320162815,-0.1589428643448488,0.740449920137094,-0.23297898388404148,5
108,Pakistan,0.0009569377990430622,4690.5,6.031720602371035,0.3955502463789757,24.444050000000008,1.7979900000000002,2,-0.24860758853359313,-0.31626244903918693,-0.34131356973325144,-0.18126476229436467,3
109,Panama,0.10194174757281553,31458.7,5.003591094086665,0.5321957902603062,29.30585000000001,2.04692,5,0.274801414754081,-0.13627688552575262,0.5054379126191771,0.3929593408249754,5
110,Papouasie-Nouvelle-Guinée,0.7241379310344828,4387.6,5.7866604694399255,0.5499146095326812,23.509650000000004,1.669145,2,-0.22357579606378,0.6473361875496859,-0.7374471321419177,-0.2951856215023173,3
111,Paraguay,0.014492753623188406,12684.6,3.838412880966073,0.4054600606673408,25.26895,2.01188,2,-0.12018489018846926,-0.288266153619281,-0.3437041441977822,0.05118170288296453,3
113,Philippines,0.20614035087719298,8908.2,4.254999953118114,0.4208673387742038,22.808850000000003,1.9038400000000002,2,-0.23237153158122142,-0.04262050224538099,-0.5137168370110671,-0.12957257743309397,3
114,Pologne,0.061748195669607056,33086.4,-0.29534307262275195,0.5495683521487524,38.47465,2.52069,3,0.5626733037888896,-0.17077360214364443,0.22767220539340288,0.7335136344952644,2
115,Portugal,0.25297619047619047,34798.0,-1.0920436817472698,0.63629363449692,42.6612,2.52507,3,0.711230679853394,0.09563290876243127,0.17313626603062116,0.8327062135604084,2
116,Pérou,0.04239854633555421,12847.9,4.745381224796024,0.38281450990481103,28.3751,2.0261150000000003,2,-0.03477519461805831,-0.24873599815403372,-0.09561825225610882,0.15657431547836126,3
117,Roumanie,0.37105263157894736,29909.0,-2.148057008100072,0.4906559179186515,39.8434,2.572885,3,0.4907094762913264,0.22442542274808555,0.20696889790841233,0.66254515426073,2
118,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,0.3767026773132926,46699.3,1.9093860772690716,0.5582739356578694,37.8943,2.45791,3,0.7109262915271969,0.2547545660950919,0.3718991428313536,1.2718921905569118,8
119,Rwanda,0.0,2226.2,7.584132661355878,0.14089986468200266,21.578799999999994,1.59505,1,-0.5682787262337778,-0.3602321285570155,-0.37525319765124304,0.057573037503000385,3
120,République centrafricaine,0.5555555555555556,944.9,3.707672524646378,0.4437710437710439,16.26075000000001,1.28188,1,-0.7289279353864451,0.3827600407352367,-1.6968219451750857,-0.28387426387187364,1
121,République de Corée,0.19653179190751446,42661.2,0.6820136011881498,0.5165285129331869,36.54745,2.46886,3,0.5845225070353959,0.006209341270950942,0.26069597776679176,1.1025709427553103,8
122,République de Moldova,0.25,13033.9,-0.4689042448173741,0.49131352492287705,22.48035,1.7169599999999998,5,-0.3767321451218831,0.008742555653106004,-0.5970863114703664,-0.38190193128095107,3
123,République dominicaine,0.1425,18419.0,3.2464477274865913,0.5050535525720321,24.195850000000004,2.057505,2,-0.016413236324695796,-0.10393917558620919,-0.5303455527682654,0.14615786236878744,3
124,République démocratique populaire lao,0.975609756097561,7826.4,4.545454545454546,0.23621944877795106,28.075800000000008,2.004945,2,-0.2087124023076017,0.9519856015094798,0.047358164136971026,0.07676372212293991,3
125,République-Unie de Tanzanie,0.012345679012345678,2660.4,8.577060359064513,0.20597217509331528,21.51309999999999,1.7249900000000002,1,-0.4287382031156694,-0.3278987996369675,-0.2268407172679187,-0.017105355829059254,3
126,Saint-Kitts-et-Nevis,0.75,26356.5,1.9230769230769231,0.6422268362315074,28.1269,1.8593099999999998,5,0.10941007504025334,0.7106402207721703,-0.20406704450525903,0.1245579127573,3
127,Saint-Vincent-et-les Grenadines,0.8888888888888888,12466.2,0.9090909090909092,0.5613800779076238,32.79525,2.15423,5,0.13616903733890498,0.8867571373868304,0.2507160585028613,-0.3349379994499969,4
128,Sainte-Lucie,0.9090909090909091,15448.8,1.6483516483516485,0.6232828870779974,31.35350000000001,1.90822,5,0.08519349921009861,0.9144987803222734,-0.050752539997970136,-0.21573329200428784,4
129,Samoa,1.2,6517.0,1.020408163265306,0.5927359672093818,32.057950000000005,2.188905,5,0.11102131459094054,1.2964097220350315,0.22926789743637427,-0.6188814333972121,4
130,Sao Tomé-et-Principe,1.0,3963.8,5.6872037914691935,0.3045154185022028,19.885199999999994,1.757475,1,-0.4497845473037758,0.9756548855210025,-0.6916932078811067,-0.11675213293056141,3
131,Serbie,0.1650485436893204,18179.8,-0.8406225150516871,0.4988729386641356,30.76585,2.04838,5,-0.005025872446135977,-0.07839774988256991,-0.028143622738623697,-0.09318942489360046,3
132,Sierra Leone,0.5625,1718.4,6.2483660130718945,0.22470588235294126,18.615,1.709295,1,-0.5616866072721124,0.38731970024920925,-0.616730241613722,-0.15288038218178285,3
133,Slovaquie,1.0609756097560976,32792.6,0.3117549972492206,0.5271241369592786,25.904050000000005,2.039255,5,0.06722900643482922,1.1083031729267725,-0.11455329445989237,0.33208208183726995,2
134,Slovénie,0.45098039215686275,38688.8,0.3368623676612127,0.5317204859308484,35.15315,2.3210349999999997,3,0.4528881265414485,0.33198365917339384,0.005283941288393212,0.9507865474541805,2
135,Soudan,0.0,3958.5,6.935074876800152,0.2761173567315603,26.6231,1.88559,2,-0.22909739939508833,-0.32639671291895084,0.07896378897255663,-0.08377303029704275,3
136,Sri Lanka,0.0,13078.1,1.5120825286165152,0.2720994475138121,23.783400000000015,1.9633349999999998,2,-0.3386200636690672,-0.33368843649478713,-0.5137004415482158,0.13419619585531165,3
137,Suisse,0.3409090909090909,68627.8,2.68590194698569,0.6280167890870936,34.784500000000016,2.4663049999999997,5,0.9121661753430149,0.23006851026619257,0.7467506684283131,1.7288083014739,9
138,Suriname,0.7333333333333333,16328.7,2.951388888888889,0.40718760303330026,22.1409,1.97465,2,-0.19824910043224578,0.6513646398973232,-0.584785645124676,0.11629443497814762,3
139,Suède,0.42857142857142855,53205.1,2.0758122743682312,0.6399734647460199,38.5148,2.3235900000000003,3,0.784490410811297,0.33396032242845153,0.16643536724093866,1.5218757717197695,8
140,Sénégal,0.0,3394.9,8.048442033556201,0.22006108342710184,22.70665,1.820255,1,-0.35777273591266234,-0.33817205677359724,-0.16522383211617186,-0.005622476732057624,3
141,Tadjikistan,0.4666666666666667,3379.7,7.109108889133061,0.23068412317905224,19.79395,1.53227,1,-0.5733240103188635,0.25993381456382575,-0.6710760591775964,0.003982363588776572,3
142,Tchad,0.125,1579.6,8.831890425119525,0.16785946649316846,22.4402,1.54979,1,-0.5192416834060458,-0.19083749285536533,-0.2942083870565172,0.05772256426373598,3
143,Tchéquie,0.4801587301587302,40314.2,0.6094130883180199,0.6076604554865427,31.73310000000001,2.3367299999999998,3,0.4641828160415002,0.37923235263848765,-0.16795603201060372,0.8616392449669873,2
144,Thaïlande,0.0019550342130987292,18463.1,1.02696318488218,0.4277812895069532,23.097200000000004,2.037795,5,-0.17159888206429055,-0.3058176320329626,-0.004341334071385428,-0.20867898167290297,4
146,Togo,0.38596491228070173,1595.9,7.174546837368487,0.1499229847680985,21.326950000000004,1.77755,1,-0.5005478616671223,0.15293334735018943,-0.25531549779939666,-0.046359057879143795,3
147,Trinité-et-Tobago,0.2696629213483146,26176.0,1.4388489208633095,0.5179343381236124,31.240350000000007,2.177955,5,0.2156483141383828,0.07725724447535798,0.33971081461926,0.1818581266475643,5
148,Tunisie,0.009950248756218905,10755.6,3.329009943795936,0.2870472559446172,36.37955000000001,2.5199599999999998,4,0.23545046623068813,-0.28206236008683333,1.1319398521600514,-0.07669992976559342,6
149,Turquie,0.0034965034965034965,28167.4,4.6283701724556705,0.3568524708645765,40.40185000000001,2.71195,3,0.6522857794205481,-0.25568094909823574,1.273255533632713,0.7114235805031649,7
150,Ukraine,0.12213039485766758,12810.3,-1.5278217239976497,0.4427215922240224,31.5433,2.26008,3,0.0007943091163138127,-0.13856565693907533,-0.26509923509055,-0.05965316236592067,3
151,Uruguay,0.17647058823529413,21561.1,1.072774717309365,0.5353172765169059,31.521400000000003,2.306435,5,0.24282340310429223,-0.04144818145515384,0.4157680913061245,-0.049162856183831205,5
152,Vanuatu,1.0,3143.6,7.508532423208193,0.4270523846755278,23.341750000000005,1.93523,2,-0.15570782542997424,1.0060257238681862,-0.12421489797725245,-0.33195628329450877,4
153,Viet Nam,0.3906455862977602,8041.2,3.0027421346785843,0.4023536572993812,35.97805,2.1608,4,0.1137659540263277,0.216831844549233,0.5641657624114651,-0.15952517900931723,5
154,Zambie,0.1896551724137931,3479.5,8.48893499308437,0.22628099173553715,22.0825,1.46949,1,-0.5143067208788603,-0.10107416029779016,-0.5026267521804461,0.10133301962108246,3
155,Zimbabwe,0.05714285714285714,2835.9,4.321628921670476,0.2624065261726715,16.107450000000004,1.3928399999999999,1,-0.7810581086062047,-0.289290322075369,-1.2796854097667165,-0.10710163613436169,1
156,Égypte,0.026900584795321637,11763.2,6.076769893521905,0.2707970048210073,35.58384999999999,2.43455,4,0.25659634394336805,-0.25899190281953394,1.335185827917296,0.002047443054619097,6
157,Émirats arabes unis,1.004950495049505,67119.1,3.82099470459973,0.4581365782782418,40.1938,2.454625,3,0.9191179418430758,1.08584555500404,0.7907748504474729,2.2095604380266876,9
158,Équateur,0.0,11375.3,5.104191055958792,0.4661813770094025,24.068099999999994,1.909315,2,-0.12258021712935382,-0.30212453298872627,-0.4345598554702915,-0.03397413226385393,3
159,États-Unis d'Amérique,0.006865111289890051,62682.8,1.900970968767579,0.6468568409931325,41.45670000000001,2.74042,3,1.1222502957226497,-0.1944390821903383,0.6625394382240759,1.8113421020447265,9
160,Éthiopie,0.013333333333333334,2219.7,7.680546400058595,0.09889944218302436,24.210449999999994,1.6841099999999998,1,-0.4984457434878904,-0.34210053506923205,-0.12858063064637626,0.12803976241514936,3
